pdf,page,category,confidence,text
44149 - VS 22 LOW IT-EN 1.pdf,181,operation,0.4545,DESCRIPTION AND TECHNICAL INFORMATION Original instructions in Italian Code: 44149 35 3.2 Machine orientation The orientation of the machine is defined according to the position of the command and control panel (front area). The figure represents the machine with the indication of the various views. 1. RIGHT 2. LEFT 3. FRONT 4. BACK This manual is the property of MASE GENERATORS S.P .A.
44149 - VS 22 LOW IT-EN 1.pdf,182,fuel_system,0.4545,"DESCRIPTION AND TECHNICAL INFORMATION 36 Rev.: 1 Original instructions in Italian 3.3 General description The generator unit is a machine designed and built to produce electricity from thermal combustion energy. The generator set mainly consists of a heat engine coupled to an electric generator. For more information on the main components of the machine, see 3.3.1 - Main components . This generator unit is of the “marine” type. 3.3.1 Main components The machine comprises the following components: 1. Soundproof box 2. Sea water connection 3. Discharge of fumes and cooling water 4. Anchor brackets 5. Connection to the fuel tank 6. Command and control panel 7. Fuel filter (fuel pump) 8. T erminal (+) for connection to the battery 9. T erminal (-) for connection to the battery This manual is the property of MASE GENERATORS S.P .A."
44149 - VS 22 LOW IT-EN 1.pdf,183,cooling_water,0.3,DESCRIPTION AND TECHNICAL INFORMATION Original instructions in Italian Code: 44149 37 10. Exhaust manifold 11. Lubricating oil filler caps 12. Manual pump for lubricating oil extraction 13. Lube oil filter 14. Fuel filter (engine) 15. Fuel filter (engine) 16. Fuel pump 17. Sea water pump 18. Water/air heat exchanger 19. Engine high temperature probe 20. Gas/water mixer high temperature probe 21. Starter motor 22. Water/water heat exchanger 23. Closed circuit 24. Engine air filter 25. Engine oil pressure switch 26. Exhaust mixer 27. Inverter This manual is the property of MASE GENERATORS S.P .A.
44149 - VS 22 LOW IT-EN 1.pdf,184,technical_specs,0.7097,DESCRIPTION AND TECHNICAL INFORMATION 38 Rev.: 1 Original instructions in Italian 3.4 Technical features NOTICE The power data indicated in the tables below refer to the following conditions: · Sea water temperature up to 31 °C · Atmospheric pressure of 100 kPa · Humidity percentage of 30 % 3.4.1 Technical data VS 22 LOW {MRK:2} VS 22 LOW AC Alternator Permanent magnets (PMG) Cooling down Air / Water (intercooler W/A) Voltage 230 V 240 V Frequency 50 Hz 60 Hz Amps 95.7 A 91.7 A Maximum power 22 kW Constant power 20 kW Power factor cos ø 1 Insulation class H T ension stabiliser ±1% Frequency stability ±1% Alternator characteristics This manual is the property of MASE GENERATORS S.P .A.
44149 - VS 22 LOW IT-EN 1.pdf,185,fuel_system,0.3191,DESCRIPTION AND TECHNICAL INFORMATION Original instructions in Italian Code: 44149 39 VS 22 LOW Model Yanmar 4TNV88 Type Diesel 4 stroke Cylinders 4 Cylinders block material Cast iron Bore 88 mm - 3.4 in Stroke 90 mm - 3.5 in Cubic capacity 2190 cc - 133.6 CID Power 33.5 hp - 25 kWm Revolutions/Minute 1850 - 2200 Compression ratio 19.1 : 1 Injection system Directe Head material Cast iron Speed regulator Electronic with actuator Lubrication system Forced Oil sump capacity 6.7 l - 1.7 gl Glycol capacity 8.3 l - 2.2 gl Engine stop system Solenoid valve Fuel supply pump Electric Maximum fuel pump collection 700 mm - 27.5 in Fuel consumption at full load 5.8 l/h - 1.5 gl/h Starter battery 80 Ah - 12 V Battery charger 40 Ah - 12 V Starter motor 1.2 kW - 12
44149 - VS 22 LOW IT-EN 1.pdf,185,cooling_water,0.7,"V Maximum inclination of use 25 ° Sea water pump flow rate 28 l/min - 7.4 gl/min Sea water inlet pipe diameter 20 mm - 3/4"" in Exhaust pipe diameter 63.5 mm - 2 ½"" in Fuel delivery and return pipe diameter 8 mm - 5/16"" in Maximum width 985 mm - 38.8 in Maximum depth 585 mm - 23 in Maximum height 730 mm - 28.7 in Dry weight 360 Kg - 793 lb Noise 54 dBA at 7 m (23 ft) Engine characteristics This manual is the property of MASE GENERATORS S.P .A."
44149 - VS 22 LOW IT-EN 1.pdf,186,safety,0.75,"DESCRIPTION AND TECHNICAL INFORMATION 40 Rev.: 1 Original instructions in Italian 3.4.2 Noise levels Based on current laws on workplace safety, two types of operator can be defined as regards the risk of exposure to noise. · Operator NOT EXPOSED The sound pressure value is always less than 80 dB(A) during the work cycle. · Operator EXPOSED The sound pressure value is higher than 80 dB(A) even for only short periods during the work cycle. The machine is not a source of particular acoustic disturbance (sound pressure lower than 80 dB(A)). Noise phenomena with values higher than 80 dB(A) may occur in the case of: · Using the machine in environments with other sources of noise · Exposure for a prolonged period of time to the noise produced by the machine with open casings WARNING In case of exposure to"
44149 - VS 22 LOW IT-EN 1.pdf,186,general_information,0.2,"noise phenomena with values higher than 80 dB(A), always wear the appropriate personal protective equipment (earmuffs). This manual is the property of MASE GENERATORS S.P .A."
44149 - VS 22 LOW IT-EN 1.pdf,187,technical_specs,0.5,DESCRIPTION AND TECHNICAL INFORMATION Original instructions in Italian Code: 44149 41 3.4.3 Overall dimensions Pos. mm in A 985 38.8 B 585 23 C 533 21 D 730 28.7 E Ø 63.5 Ø 2 ½ This manual is the property of MASE GENERATORS S.P .A.
44149 - VS 22 LOW IT-EN 1.pdf,188,technical_specs,0.4167,"DESCRIPTION AND TECHNICAL INFORMATION 42 Rev.: 1 Original instructions in Italian 3.5 Intended use The machine has been designed to produce electrical energy starting from thermal combustion energy within the voltage and power limits declared by the Manufacturer. Any use other than that indicated is to be considered incorrect and, therefore, forbidden. T o operate the combustion engine, only use automotive fuel compliant with ASTM A975 standards. For the operation of the machine the presence of only one appropriately trained and prepared operator is required. WARNING Do not modify the machine in any way to obtain performances other than those expected and authorised by the Manufacturer. Any modifications (technical, functional, etc.) must be agreed in advance and authorised by the Manufacturer. All modifications must, in any case, be carried out only by the Manufacturer’s technical personnel or by personnel from"
44149 - VS 22 LOW IT-EN 1.pdf,188,fuel_system,0.4,"Authorised Assistance Centres. The Manufacturer shall not be liable for damage to things or people resulting from non-compliance with these instructions. ATTENTION Limit idle and/or low load operation as much as possible. Running idle or at reduced load for prolonged periods causes a less than optimal combustion process. Fuel leaks may occur in the engine sump with the emission of white smoke which, in the long run, can reduce the lubrication effectiveness of the oil. ATTENTION Operate the machine for at least 1 hour every month with a load between 1/4 and 3/4. Limit periods of inactivity (even short-term) of the machine as much as possible. Running the machine regularly allows you to: · Eliminate moisture · Keep the engine lubricated · Avoid fuel stagnation resulting in loss of effectiveness (stale fuel) · Prevent oxidation of electrical contacts · Increase"
